Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,SCP,Block_ID,Datalogger_ID,Photo.by,Measured.by,Leg.length,Which.leg.,Notes,round,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes,Exclude
Estonia,Estonia,Paernu,E18-Paernu-83,E18-Paernu-83_f,n,1,20-08-18,20-04-19,0.375,L. Zander,20-04-19,0.375,-28.62,B,A,A.Machnis,A.Machnis,574.39,right,NA,post,7486.1,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-83,E18-Paernu-83_g,n,1,20-08-18,20-04-19,0.375,L. Zander,20-04-19,0.375,-29.92,B,A,A.Machnis,A.Machnis,563.5,right,NA,post,7486.1,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-83,E18-Paernu-83_h,n,1,20-08-18,20-04-19,0.375,L. Zander,20-04-19,0.375,NA,B,A,NA,NA,NA,NA,no spider,post,7486.1,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_a,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_b,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_c,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_d,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_e,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_f,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_g,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-84,E18-Paernu-84_h,n,1,08-08-18,08-04-19,0.375,M. Sheffer,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4323.82,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_a,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_b,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_c,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_d,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_e,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_f,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_g,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_h,n,1,08-08-18,08-04-19,0.625,M. Sheffer,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_a,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-28.3,B,A,A.Machnis,A.Machnis,521.46,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_b,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-21.18,B,A,A.Machnis,A.Machnis,510.05,right,NA,post,5526.04,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_c,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-29.11,B,A,A.Machnis,A.Machnis,531.52,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_d,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-29.87,B,A,A.Machnis,A.Machnis,535.89,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_e,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-29.45,B,A,A.Machnis,A.Machnis,542.76,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_f,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-28.73,B,A,A.Machnis,A.Machnis,535.35,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_g,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-29.65,B,A,A.Machnis,A.Machnis,525.9,right,NA,post,5526.04,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-85,E18-Paernu-85_h,n,2,22-08-18,22-04-19,0.375,M. Sheffer,22-04-19,0.379166667,-29.31,B,A,A.Machnis,A.Machnis,529.47,right,NA,post,5526.04,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_a,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-29.01,C,B,A.Machnis,A.Machnis,568.88,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_b,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-27.93,C,B,A.Machnis,A.Machnis,580.22,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_c,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-23.5,C,B,A.Machnis,A.Machnis,588.99,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_d,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-27.85,C,B,A.Machnis,A.Machnis,586.5,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_e,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-27.48,C,B,A.Machnis,A.Machnis,584.19,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_f,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-28.2,C,B,A.Machnis,A.Machnis,583.04,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_g,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-28.85,C,B,A.Machnis,A.Machnis,578.32,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-86,E18-Paernu-86_h,n,1,18-08-18,18-04-19,0.625,M. Sheffer,18-04-19,0.625,-27.96,C,B,A.Machnis,A.Machnis,587.37,right,NA,post,6365.85,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_a,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-24.91,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_b,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-27.71,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_c,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-24.67,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_d,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-21.92,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_e,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-24.91,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_f,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-23.71,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_g,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-24.48,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_h,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.625694444,-23.69,A,A,NA,NA,NA,NA,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_a,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-11.48,A,E,A.Machnis,A.Machnis,527.23,right,NA,post,5936.35,M. Sheffer,NA,yes
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_b,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-17.92,A,E,A.Machnis,A.Machnis,543.57,right,deformed,post,5936.35,M. Sheffer,NA,yes
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_c,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-26.25,A,E,A.Machnis,A.Machnis,537.93,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_d,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-22.5,A,E,A.Machnis,A.Machnis,538.14,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_e,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-28.47,A,E,A.Machnis,A.Machnis,544.25,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_f,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-27.79,A,E,A.Machnis,A.Machnis,537.84,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_g,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-27.18,A,E,A.Machnis,A.Machnis,559.06,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-87,E18-Paernu-87_h,n,2,23-08-18,23-04-19,0.625,T. Moeller,23-04-19,0.625,-26.79,A,E,A.Machnis,A.Machnis,545.74,right,NA,post,5936.35,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_a,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-26.48,C,D,A.Machnis,A.Machnis,527.97,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_b,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-26.95,C,D,A.Machnis,A.Machnis,575.86,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_c,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-28.47,C,D,A.Machnis,A.Machnis,542.99,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_d,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-29.66,C,D,A.Machnis,A.Machnis,528.17,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_e,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-29.17,C,D,A.Machnis,A.Machnis,582.31,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_f,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-26.62,C,D,A.Machnis,A.Machnis,530.55,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_g,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-28.89,C,D,A.Machnis,A.Machnis,530.32,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_h,n,1,09-08-18,09-04-19,0.375,J. Balk,09-04-19,0.375,-22.9,C,D,A.Machnis,A.Machnis,546.8,right,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_a,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_b,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_c,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_d,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_e,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_f,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_g,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-89,E18-Paernu-89_h,n,2,23-08-18,23-04-19,0.375,T. Moeller,23-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,8310.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_a,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_b,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_c,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_d,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_e,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_f,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_g,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-92,E18-Paernu-92_h,n,1,14-08-18,14-04-19,0.375,L. Zander,14-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,4529.52,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_a,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-26.48,B,C,A.Machnis,A.Machnis,607.59,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_b,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-28.36,B,C,A.Machnis,A.Machnis,598.52,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_c,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-21.28,B,C,A.Machnis,A.Machnis,589.94,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_d,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-28.18,B,C,A.Machnis,A.Machnis,593.17,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_e,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-21.32,B,C,A.Machnis,A.Machnis,574.65,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_f,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,-31.05,B,C,A.Machnis,A.Machnis,582.65,right,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_g,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_h,n,1,14-08-18,14-04-19,0.625,L. Zander,14-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_a,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_b,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_c,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_d,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_e,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_f,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_g,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-93,E18-Paernu-93_h,n,2,30-08-18,30-04-19,0.375,J. Balk,30-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5146.14,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_a,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_b,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_c,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_d,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_e,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_f,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_g,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-1,SF18-MirevalO-1_h,n,1,30-08-18,30-04-19,0.625,M. Sheffer,30-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,5553.87,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_a,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-26.24,A,B,A.Machnis,A.Machnis,452.28,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_b,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-27.53,A,B,A.Machnis,A.Machnis,489.81,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_c,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-27.85,A,B,A.Machnis,A.Machnis,503.85,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_d,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-28.76,A,B,A.Machnis,A.Machnis,529.2,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_e,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-27.78,A,B,A.Machnis,A.Machnis,516.46,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_f,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-29.68,A,B,A.Machnis,A.Machnis,517.8,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_g,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-29,A,B,A.Machnis,A.Machnis,516.89,right,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-10,SF18-MirevalO-10_h,n,1,30-08-18,30-04-19,0.375,L. Zander,30-04-19,0.375,-23.41,A,B,A.Machnis,A.Machnis,483.67,left,NA,post,6151.05,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_a,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_b,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_c,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_d,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_e,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_f,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
Estonia,France,Mireval,SF18-MirevalO-12,SF18-MirevalO-12_g,n,1,02-09-18,05-05-19,0.625,M. Sheffer,05-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,freezer confusion,post,12100.09,L. Zander,one leg in vial,
